FUND,Broker Code,BROKER,CAXTON_BROKER_NAME,CSA_TYPE,ACCOUNT,Instrument Type,INST_TYPE_GROUP,DESCRIPTION,TICKER,ISIN,SEDOL,CUSIP,Trade Id,Trade Date,Settle Date,B/S, QUANTITY , Agency , Principal ,PRICE,CURRENCY,FX Spot Rate, COMMISSION ,Rate, Credit 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,ENI SPA,ENI IM,IT0003132476,7145056,,25387993,9/24/22,9/28/22,S,"9,200","9,200", -   ,10.936,EU,1.17155,$94.30 ,0.0008,$70.73 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,STELLANTIS NV,STLA IM,NL00150001Q9,BMD8KX7,,25387024,9/24/22,9/28/22,S,"4,500","4,500", -   ,16.8,EU,1.17155,$70.86 ,0.0008,$53.15 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,ADIDAS AG,ADS GY,DE000A1EWWW0,4031976,,25390037,9/27/22,9/29/22,B,300,300, -   ,279,EU,1.17005,$78.35 ,0.0008,$58.76 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,ASML HOLDING N.V.,ASML NA,NL0010273215,B929F46,,25390868,9/27/22,9/29/22,S,250,250, -   ,732.3,EU,1.17005,$171.37 ,0.0008,$128.53 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,ASML HOLDING N.V.,ASML NA,NL0010273215,B929F46,,25391194,9/27/22,9/29/22,S,360,360, -   ,719.2072,EU,1.17005,$242.35 ,0.0008,$181.76 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,ASML HOLDING N.V.,ASML NA,NL0010273215,B929F46,,25390568,9/27/22,9/29/22,S,500,500, -   ,718.8246,EU,1.17005,$336.42 ,0.0008,$252.32 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQSWP,Cash Equity,BNP PARIBAS,BNP FP,,,S-7309681,25390971,9/27/22,9/29/22,S,"9,000","9,000", -   ,56.3876,EU,1.17005,$475.03 ,0.0008,$356.27 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQSWP,Cash Equity,BNP PARIBAS,BNP FP,,,S-7309681,25389714,9/27/22,9/29/22,S,"9,000","9,000", -   ,56.366,EU,1.17005,$474.85 ,0.0008,$356.14 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,DAIMLERCHRYSLER AG-R,DAI GY,DE0007100000,5529027,,25389402,9/27/22,9/29/22,S,"2,700","2,532",168,76.2111,EU,1.17005,$192.61 ,0.0008,$135.47 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,ENI SPA,ENI IM,IT0003132476,7145056,,25391195,9/27/22,9/29/22,S,"14,000","14,000", -   ,11.1826,EU,1.17005,$146.55 ,0.0008,$109.91 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,ENI SPA,ENI IM,IT0003132476,7145056,,25390569,9/27/22,9/29/22,S,"16,000","16,000", -   ,11.1895,EU,1.17005,$167.59 ,0.0008,$125.69 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,STELLANTIS NV,STLA IM,NL00150001Q9,BMD8KX7,,25390867,9/27/22,9/29/22,S,"11,000","11,000", -   ,16.94,EU,1.17005,$174.42 ,0.0008,$130.82 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,ADIDAS AG,ADS GY,DE000A1EWWW0,4031976,,25392563,9/28/22,9/30/22,B,"1,000","1,000", -   ,269.8624,EU,1.16775,$252.11 ,0.0008,$189.08 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,ADIDAS AG,ADS GY,DE000A1EWWW0,4031976,,25393213,9/28/22,9/30/22,B,"1,200","1,200", -   ,268.8,EU,1.16775,$301.34 ,0.0008,$226.01 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,ASML HOLDING N.V.,ASML NA,NL0010273215,B929F46,,25392795,9/28/22,9/30/22,S,500,500, -   ,677.8446,EU,1.16775,$316.62 ,0.0008,$237.47 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,ASML HOLDING N.V.,ASML NA,NL0010273215,B929F46,,25392172,9/28/22,9/30/22,S,650,650, -   ,688.3,EU,1.16775,$417.96 ,0.0008,$313.47 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,ASML HOLDING N.V.,ASML NA,NL0010273215,B929F46,,25393120,9/28/22,9/30/22,S,"1,000","1,000", -   ,669.9,EU,1.16775,$625.82 ,0.0008,$469.37 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,DAIMLERCHRYSLER AG-R,DAI GY,DE0007100000,5529027,,25393913,9/28/22,9/30/22,S,"1,700","1,700", -   ,76.94,EU,1.16775,$122.19 ,0.0008,$91.64 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,ENI SPA,ENI IM,IT0003132476,7145056,,25392483,9/28/22,9/30/22,S,"8,000","8,000", -   ,11.3536,EU,1.16775,$84.85 ,0.0008,$63.64 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,HENNES & MAURITZ B,HMB SS,SE0000106270,5687431,,25392791,9/28/22,9/30/22,S,"9,000","9,000", -   ,182.7695,SEK,8.7366,$150.62 ,0.0008,$112.97 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,STELLANTIS NV,STLA IM,NL00150001Q9,BMD8KX7,,25392259,9/28/22,9/30/22,B,"42,000","42,000", -   ,16.5231,EU,1.16775,$648.31 ,0.0008,$486.23 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,ADIDAS AG,ADS GY,DE000A1EWWW0,4031976,,25396205,9/29/22,10/1/22,S,800,800, -   ,270.6103,EU,1.16015,$200.93 ,0.0008,$150.70 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,ASML HOLDING N.V.,ASML NA,NL0010273215,B929F46,,25396491,9/29/22,10/1/22,S,200,200, -   ,666,EU,1.16015,$123.63 ,0.0008,$92.72 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,ASML HOLDING N.V.,ASML NA,NL0010273215,B929F46,,25395305,9/29/22,10/1/22,S,210,210, -   ,652.4648,EU,1.16015,$127.16 ,0.0008,$95.37 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,ASML HOLDING N.V.,ASML NA,NL0010273215,B929F46,,25396490,9/29/22,10/1/22,S,300,300, -   ,663.5033,EU,1.16015,$184.74 ,0.0008,$138.56 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQSWP,Cash Equity,BNP PARIBAS,BNP FP,,,S-7309681,25396539,9/29/22,10/1/22,S,"2,400","2,400", -   ,55.3391,EU,1.16015,$123.27 ,0.0008,$92.45 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQSWP,Cash Equity,BNP PARIBAS,BNP FP,,,S-7309681,25395968,9/29/22,10/1/22,S,"2,400","2,400", -   ,55.3278,EU,1.16015,$123.24 ,0.0008,$92.43 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,DAIMLERCHRYSLER AG-R,DAI GY,DE0007100000,5529027,,25396250,9/29/22,10/1/22,S,"3,300","3,162",138,77.4159,EU,1.16015,$237.11 ,0.0008,$170.40 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,ENI SPA,ENI IM,IT0003132476,7145056,,25396206,9/29/22,10/1/22,S,"9,600","9,600", -   ,11.392,EU,1.16015,$101.50 ,0.0008,$76.13 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,HENNES & MAURITZ B,HMB SS,SE0000106270,5687431,,25396488,9/29/22,10/1/22,S,"4,300","4,300", -   ,184.62,SEK,8.8012,$72.16 ,0.0008,$54.12 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,STORA ENSO,STERV FH,FI0009005961,5072673,,25395928,9/29/22,10/1/22,S,"150,000","71,316","78,684",14.4012,EU,1.16015,"$2,004.90 ",0.0008,$714.91 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,STELLANTIS NV,STLA IM,NL00150001Q9,BMD8KX7,,25394746,9/29/22,10/1/22,S,"7,000","7,000", -   ,16.69,EU,1.16015,$108.43 ,0.0008,$81.32 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,STELLANTIS NV,STLA IM,NL00150001Q9,BMD8KX7,,25395008,9/29/22,10/1/22,S,"12,000","12,000", -   ,16.72,EU,1.16015,$186.22 ,0.0008,$139.67 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,ASML HOLDING N.V.,ASML NA,NL0010273215,B929F46,,25397274,9/30/22,10/4/22,S,645,645, -   ,653.0285,EU,1.15815,$390.25 ,0.0008,$292.69 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,ENI SPA,ENI IM,IT0003132476,7145056,,25397275,9/30/22,10/4/22,S,"11,000","11,000", -   ,11.5533,EU,1.15815,$117.75 ,0.0008,$88.31 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,HENNES & MAURITZ B,HMB SS,SE0000106270,5687431,,25397871,9/30/22,10/4/22,B,"7,500","7,476",24,181.842,SEK,8.75735,$124.59 ,0.0008,$93.14 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,STELLANTIS NV,STLA IM,NL00150001Q9,BMD8KX7,,25397036,9/30/22,10/4/22,S,"2,300","2,300", -   ,16.5356,EU,1.15815,$35.24 ,0.0008,$26.43 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,STELLANTIS NV,STLA IM,NL00150001Q9,BMD8KX7,,25398158,9/30/22,10/4/22,B,"36,000","36,000", -   ,16.4799,EU,1.15815,$549.68 ,0.0008,$412.26 
QM,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,ARCELORMITTAL,MT NA,LU1598757687,BYPBS67,,25375294,9/16/22,9/20/22,B,"663,722","663,722", -   ,28.6834,EU,1.17575,"$17,906.95 ",0.0008,"$13,430.21 "
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,PBF ENERGY INC,PBF,,B7F4TJ7,69318G106,25375053,9/16/22,9/20/22,B,"5,000","5,000", -   ,10.1028,USD,1,$150.00 ,0.03,$130.00 
QM,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,ARCELORMITTAL,MT NA,LU1598757687,BYPBS67,,25377393,9/17/22,9/21/22,B,"336,278","336,278", -   ,28.0449,EU,1.17305,"$8,850.32 ",0.0008,"$6,637.74 "
CI,JPCG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQSWP,Cash Equity,BHP GROUP PLC,BHP LN,,,S-BH0P3Z9,25379854,9/20/22,9/22/22,B,"50,000","50,000", -   ,18.404,GBP,1.3648,"$1,883.83 ",0.0015,$879.12 
CI,JPCG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQSWP,Cash Equity,LVMH MOET HENN LOUIS,MC FP,,,S-4061412,25378600,9/20/22,9/22/22,B,"4,000","4,000", -   ,613.8113,EU,1.17235,"$4,317.62 ",0.0015,"$2,014.89 "
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,ASANA INC - CL A,ASAN,,BLFDQC4,04342Y104,25381285,9/21/22,9/23/22,B,"10,000","10,000", -   ,116.092,USD,1,$300.00 ,0.03,$260.00 
CI,JPCG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,ARCELORMITTAL,MT NA,LU1598757687,BYPBS67,,25381826,9/21/22,9/23/22,S,"125,000","125,000", -   ,24.857,EU,1.17275,"$5,465.82 ",0.0015,"$2,550.72 "
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,ASML HOLDING N.V.,ASML NA,NL0010273215,B929F46,,25383615,9/22/22,9/24/22,S,"1,800","1,800", -   ,730.0179,EU,1.16885,"$1,228.73 ",0.0008,$921.55 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,CARLSBERG AS-B,CARLB DC,DK0010181759,4169219,,25384189,9/22/22,9/24/22,B,"5,000","5,000", -   ,1042.6392,DDK,6.36345,$655.39 ,0.0008,$491.54 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,SALESFORCE.COM INC,CRM,,2310525,79466L302,25382789,9/22/22,9/24/22,S,"5,000","5,000", -   ,258.4726,USD,1,$150.00 ,0.03,$130.00 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,NETFLIX INC,NFLX,,2857817,64110L106,25384153,9/22/22,9/24/22,S,"2,500","2,500", -   ,589.5215,USD,1,$75.00 ,0.03,$65.00 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,ON SEMICONDUCTOR CORP,ON,,2583576,682189105,25382519,9/22/22,9/24/22,S,"19,050","19,050", -   ,48.3519,USD,1,$571.50 ,0.03,$495.30 
CI,JPCG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,ROCHE HLDGS AG-GENU,ROG SW,CH0012032048,7110388,,25382242,9/22/22,9/24/22,B,"7,000","7,000", -   ,340.45,SWF,0.9267,"$3,857.48 ",0.0015,"$1,800.16 "
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,SALESFORCE.COM INC,CRM,,2310525,79466L302,25386477,9/23/22,9/27/22,S,"2,500","2,500", -   ,272.8075,USD,1,$75.00 ,0.03,$65.00 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,INFINEON TECHNOLOGIE,IFX GY,DE0006231004,5889505,,25385674,9/23/22,9/27/22,B,"30,000","30,000", -   ,37.6696,EU,1.17475,"$1,062.06 ",0.0008,$796.55 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,NETFLIX INC,NFLX,,2857817,64110L106,25385584,9/23/22,9/27/22,S,"1,500","1,500", -   ,597.6887,USD,1,$45.00 ,0.03,$39.00 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,ASSA ABLOY 'B',ASSAB SS,SE0007100581,BYPC1T4,,25389064,9/24/22,9/28/22,B,"25,000","25,000", -   ,261.1108,SEK,8.65815,$603.16 ,0.0008,$452.37 
CI,JPCG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQSWP,Cash Equity,AVIVA PLC,AV/ LN,,,S-0216238,25386820,9/24/22,9/28/22,B,"750,000","750,000", -   ,4.008395,GBP,1.36645,"$6,161.92 ",0.0015,"$2,875.56 "
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,CARLSBERG AS-B,CARLB DC,DK0010181759,4169219,,25388368,9/24/22,9/28/22,S,"15,000","15,000", -   ,1044.9077,DDK,6.3477,"$1,975.34 ",0.0008,"$1,481.51 "
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,SALESFORCE.COM INC,CRM,,2310525,79466L302,25387401,9/24/22,9/28/22,S,"2,500","2,500", -   ,285.0783,USD,1,$75.00 ,0.03,$65.00 
CI,JPCG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,E.ON AG,EOAN GY,DE000ENAG999,4942904,,25387146,9/24/22,9/28/22,B,"200,000","200,000", -   ,10.9653,EU,1.17155,"$3,853.92 ",0.0015,"$1,798.50 "
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,GEBERIT AG-REG,GEBN SW,CH0030170408,B1WGG93,,25388698,9/24/22,9/28/22,S,"1,500","1,500", -   ,720.0702,SWF,0.92525,$933.89 ,0.0008,$700.42 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQSWP,Cash Equity,INFORMA GROUP PLC SW,INF LN,,,S-BMJ6DW5,25388373,9/24/22,9/28/22,B,"100,000","100,000", -   ,5.515036,GBP,1.36645,$602.88 ,0.0008,$452.16 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQSWP,Cash Equity,RECKITT BENCKISER GROUP PLC SW,RKT LN,,,S-B24CGK7,25389063,9/24/22,9/28/22,B,"30,000","30,000", -   ,58.698017,GBP,1.36645,"$1,924.99 ",0.0008,"$1,443.74 "
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,RWE AG,RWE GY,DE0007037129,4768962,,25387776,9/24/22,9/28/22,B,"25,000","25,000", -   ,32.169,EU,1.17155,$753.75 ,0.0008,$565.31 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,SANDVIK AB,SAND SS,SE0000667891,B1VQ252,,25387150,9/24/22,9/28/22,B,"50,000","50,000", -   ,209.2785,SEK,8.65815,$966.85 ,0.0008,$725.14 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,SWISS RE LTD,SREN SW,CH0126881561,B545MG5,,25387143,9/24/22,9/28/22,S,"40,000","40,000", -   ,80.4678,SWF,0.92525,"$2,783.00 ",0.0008,"$2,087.25 "
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,ASANA INC - CL A,ASAN,,BLFDQC4,04342Y104,25389709,9/27/22,9/29/22,S,"9,733","9,733", -   ,115.9257,USD,1,$291.99 ,0.03,$253.06 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,CARNIVAL CORP,CCL,,2523044,143658300,25391192,9/27/22,9/29/22,S,"25,000","25,000", -   ,26.7368,USD,1,$750.00 ,0.03,$650.00 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,CONOCOPHILLIPS,COP,,2685717,20825C104,25389295,9/27/22,9/29/22,S,"1,500","1,500", -   ,66.435,USD,1,$45.00 ,0.03,$39.00 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,SALESFORCE.COM INC,CRM,,2310525,79466L302,25390659,9/27/22,9/29/22,B,"5,000","5,000", -   ,279.9713,USD,1,$150.00 ,0.03,$130.00 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,PELOTON INTERACTIVE INC-A,PTON,,BJ7WJS2,70614W100,25391607,9/27/22,9/29/22,B,"5,000","5,000", -   ,91.7941,USD,1,$150.00 ,0.03,$130.00 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQSWP,Cash Equity,VEOLIA ENVIRONNEMENT SWAP,VIE FP,,,S-4031879,25390664,9/27/22,9/29/22,B,"25,000","25,000", -   ,27.0967,EU,1.17005,$634.09 ,0.0008,$475.57 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,ADYEN NV,ADYEN NA,NL0012969182,BZ1HM42,,25392564,9/28/22,9/30/22,S,"1,300","1,300", -   ,2510.8604,EU,1.16775,"$3,049.33 ",0.0008,"$2,287.00 "
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,ASANA INC - CL A,ASAN,,BLFDQC4,04342Y104,25393137,9/28/22,9/30/22,B,"10,000","10,000", -   ,108.2393,USD,1,$300.00 ,0.03,$260.00 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQSWP,Cash Equity,AVIVA PLC,AV/ LN,,,S-0216238,25393896,9/28/22,9/30/22,B,"250,000","250,000", -   ,4.01761,GBP,1.3533,"$1,087.40 ",0.0008,$815.55 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,CIE FINANC RICHEMONT,CFR SW,CH0210483332,BCRWZ18,,25391831,9/28/22,9/30/22,S,"25,000","25,000", -   ,96.7532,SWF,0.93,"$2,080.71 ",0.0008,"$1,560.53 "
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,SALESFORCE.COM INC,CRM,,2310525,79466L302,25394232,9/28/22,9/30/22,B,500,500, -   ,273.794,USD,1,$15.00 ,0.03,$13.00 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,DECKERS OUTDOOR CORP,DECK,,2267278,243537107,25392881,9/28/22,9/30/22,B,"4,092","4,092", -   ,375.769,USD,1,$122.76 ,0.03,$106.39 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQSWP,Cash Equity,VINCI S.A.,DG FP,,,S-B1XH026,25392567,9/28/22,9/30/22,B,"10,000","10,000", -   ,90.7163,EU,1.16775,$847.47 ,0.0008,$635.60 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,DEVON ENERGY CORP,DVN,,2480677,25179M103,25393466,9/28/22,9/30/22,S,"7,500","7,500", -   ,35.53,USD,1,$225.00 ,0.03,$195.00 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,EVOLUTION GAMING GROUP AB,EVO SS,SE0012673267,BJXSCH4,,25393838,9/28/22,9/30/22,S,"4,000","4,000", -   ,1335.3844,SEK,8.7366,$489.12 ,0.0008,$366.84 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQSWP,Cash Equity,INDITEX,ITX SM,,,S-BP9DL90,25393550,9/28/22,9/30/22,B,"50,000","50,000", -   ,31.7241,EU,1.16775,"$1,481.83 ",0.0008,"$1,111.37 "
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQSWP,Cash Equity,SAINT GOBAIN CO.,SGO FP,,,S-7380482,25393907,9/28/22,9/30/22,B,"15,000","15,000", -   ,59.5701,EU,1.16775,$834.75 ,0.0008,$626.06 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,ASM INTERNATIONAL,ASM NA,NL0000334118,5165294,,25395358,9/29/22,10/1/22,B,"6,692","6,692", -   ,344.5561,EU,1.16015,"$2,140.04 ",0.0008,"$1,605.03 "
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,EQT CORP,EQT,,2319414,26884L109,25395355,9/29/22,10/1/22,B,"5,000","5,000", -   ,20.7322,USD,1,$150.00 ,0.03,$130.00 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,NETFLIX INC,NFLX,,2857817,64110L106,25396494,9/29/22,10/1/22,S,"1,000","1,000", -   ,606.696,USD,1,$30.00 ,0.03,$26.00 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,ON SEMICONDUCTOR CORP,ON,,2583576,682189105,25395310,9/29/22,10/1/22,S,"23,398","23,398", -   ,46.0315,USD,1,$701.94 ,0.03,$608.35 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,ASML HOLDING N.V.,ASML NA,NL0010273215,B929F46,,25397343,9/30/22,10/4/22,B,"1,000","1,000", -   ,651.5454,EU,1.15815,$603.67 ,0.0008,$452.75 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,CARREFOUR SA,CA FP,,,S-5641567,25375232,9/16/22,9/20/22,S,"75,000","75,000", -   ,15.1032,EU,1.17575,"$1,065.45 ",0.0008,$799.09 
QM,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQTY,Cash Equity,DUCKHORN PORTFOLIO INC/THE,NAPA,,BLH3WV3,26414D106,25376124,9/16/22,9/20/22,B,"34,329","34,329", -   ,22.1188,USD,1,"$1,029.87 ",0.03,$892.55 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,ETF,Cash Equity,VANECK VECTORS SEMICONDUCTOR,SMH,,BZ6C639,92189F676,25375055,9/16/22,9/20/22,S,"1,100","1,100", -   ,273.1636,USD,1,$33.00 ,0.03,$28.60 
QM,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQTY,Cash Equity,SUN COUNTRY AIRLINES HOLDING,SNCY,US8666831057,BM8TFC9,,25376125,9/16/22,9/20/22,B,"29,933","29,933", -   ,33.4067,USD,1,$897.99 ,0.03,$778.26 
QM,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQTY,Cash Equity,TREMOR VIDEO INC,TRMR,,BNKCPR8,89484T104,25375642,9/16/22,9/20/22,B,"24,551","24,551", -   ,19.9734,USD,1,$736.53 ,0.03,$638.33 
QM,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQTY,Cash Equity,TUYA INC,TUYA,,BMTYMZ5,90114C107,25376126,9/16/22,9/20/22,B,"116,766","116,766", -   ,10.5568,USD,1,"$3,502.98 ",0.03,"$3,035.92 "
QM,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQTY,Cash Equity,VINE ENERGY INC - CLASS A,VEI,US92735P1030,BMZ9Y70,,25376358,9/16/22,9/20/22,B,"36,107","36,107", -   ,16.4635,USD,1,"$1,083.21 ",0.03,$938.78 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,ADMIRAL GROUP PLC,ADM LN,,,S-B02J639,25378143,9/17/22,9/21/22,S,238,238, -   ,35.246259,GBP,1.3741,$9.22 ,0.0008,$6.92 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,AMADEUS IT HOLDINGS SA-A SHS,AMS SM,,,S-B3MSM28,25376536,9/17/22,9/21/22,B,178,178, -   ,52.78,EU,1.17305,$8.82 ,0.0008,$6.62 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,ELECTRICITE DE FRA,EDF FP,,,S-B0NJJ17,25377536,9/17/22,9/21/22,S,"1,088","1,088", -   ,10.7191,EU,1.17305,$10.94 ,0.0008,$8.21 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,EDP-ENERGIAS DE PORTUGAL,EDP PL,,,S-4103596,25377781,9/17/22,9/21/22,S,831,831, -   ,4.6063,EU,1.17305,$3.59 ,0.0008,$2.69 
